instruction,input,output
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The backrest is much shorter.,a chair with a short backrest
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: Rocking chair vs legs.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The target has a much taller back rest..,a chair with a long backrest
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: It has a thicker seat.,a chair with a thick seat
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The target is on four legs..,a chair with four legs
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The backrest has spindles..,a chair with a spindle backrest
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: Target chair is larger..,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: the legs are connected to armrests.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The target is similar to a bowl chair..,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: There are 2 separate cross rails running across the back of the chair..,a chair with a spindle backrest
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: chair legs are more ornate.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: Back is flatter and longer..,a chair with a long backrest
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: It is longer.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The target resembles a sofa.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The target chair has a round cutout in its' back..,a chair with a spindle backrest
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: It has thinner legs.,a chair with thin legs
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.","Can you rewrite please the following description of a chair? Description: It has short, stumpy legs.",a chair with short legs
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: It has a longer back cushion.,a chair with a long backrest
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The seat doesn't protrude outside.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The bags legs are angled.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: It has curves running the width of its back.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: It has arms.,a chair with armrests
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The target has arm rests..,a chair with armrests
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The base has 2 bars..,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The target does not resemble a sofa.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: It has curved legs.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The top rail is straight.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The target resembles and arm chair.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: It has 5 casters.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: the seat is not a solid piece.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The arms bend at a 90 degree angle.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: this chair is not sitting on the floor.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The target is on two legs..,a chair with two legs
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: It does not have visible legs.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: it has holes in its back.,a chair with a spindle backrest
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The target has ears.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: it has a wider seat.,a chair with a wide seat
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The target is larger in length.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: curved back.,a chair with a curved backrest
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The target is on two triangular legs..,a chair with two legs
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The target chair has two small feet at its front..,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The target has a less wide seat..,a chair with a narrow seat
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: It does not have arms.,a chair without armrests
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.","Can you rewrite please the following description of a chair? Description: The legs have a curved shape, a bulge, in the middle..",Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: Target chair back is curved..,a chair with a curved backrest
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: There is a rounded cushion on top of the seat.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The arms are curved down.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: It has a cushion.,Unknown
"Use only one of the following options, if none of them is suitable return Unknown. Options: a chair with a spindle backrest, a chair with a thick seat, a chair with short legs, a chair with two legs, a chair with a thin seat, a chair without a legs strecher, a chair with long legs, a chair with a rounded backrest, a chair with four legs, a chair with a curved backrest, a chair with a solid backrest, a chair without armrests, a chair with thin legs, a chair with armrests, a chair with a squared backrest, a chair with a legs strecher, a chair with thick legs, a chair with a straight backrest, a chair with a short backrest, a chair with a wide seat, a chair with a long backrest, a chair with a narrow seat.",Can you rewrite please the following description of a chair? Description: The target chair has armrests..,a chair with armrests
